Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Female,18,Engineering,99.52,80.98,47.93,69.00,84.86,0.64,87.51,93.58,A,10.80,No,Yes,Bachelor's,High,1,5
Male,22,Engineering,82.51,90.99,54.23,74.81,99.57,2.89,89.00,94.61,A,24.90,No,Yes,PhD,Medium,1,7
Female,21,CS,56.36,52.94,78.56,74.81,79.66,8.89,63.87,79.33,F,20.10,Yes,Yes,None,Low,2,8
Female,20,Business,75.31,85.23,43.11,82.26,55.10,2.37,50.03,64.07,B,20.80,No,Yes,N/A,Low,10,4
Female,22,Business,76.46,92.88,56.36,74.81,53.24,9.96,52.91,90.92,C,9.90,No,Yes,Master's,Medium,3,9
Female,19,CS,75.72,50.29,52.50,60.94,83.33,2.57,77.65,89.64,F,8.30,Yes,Yes,Master's,High,4,5
Male,24,CS,78.47,60.81,52.07,81.84,82.88,7.39,64.27,89.90,B,5.30,Yes,Yes,None,Medium,8,6
Male,20,CS,50.94,98.21,80.97,55.06,87.41,4.17,59.65,50.82,D,27.90,No,Yes,N/A,Low,5,6
Female,22,CS,85.56,86.85,89.55,77.40,55.44,1.36,52.48,87.69,A,13.90,Yes,Yes,PhD,Low,2,9
Male,20,Engineering,85.62,56.96,82.95,79.20,97.25,2.55,93.79,92.64,B,23.90,No,No,PhD,Low,7,5
Male,18,CS,55.77,73.84,78.74,60.81,77.56,6.75,80.01,80.25,C,27.10,No,Yes,PhD,High,8,5
Male,18,CS,78.51,64.26,94.99,69.58,82.48,3.37,55.37,87.56,C,20.00,Yes,Yes,PhD,Low,3,8
Female,24,Business,78.42,69.40,43.50,91.36,51.74,6.04,88.32,88.81,A,15.60,No,Yes,High School,Low,6,9
Male,18,CS,84.12,61.31,50.05,57.42,98.05,2.06,87.79,75.33,F,6.00,Yes,Yes,High School,Medium,10,5
Male,23,Business,54.27,56.76,64.86,74.81,78.13,4.49,64.47,90.68,D,13.40,No,Yes,PhD,Low,8,7
Female,19,Business,81.33,80.49,62.35,96.64,78.17,5.12,59.42,89.61,C,13.00,Yes,No,Master's,Low,10,9
Male,18,CS,64.04,86.71,65.08,74.81,97.18,4.13,90.70,95.81,D,19.20,No,Yes,N/A,Medium,6,8
Female,19,Business,75.35,92.44,52.39,86.26,96.47,1.98,66.48,96.07,D,24.10,Yes,No,High School,Medium,10,9
Female,18,Business,88.67,49.32,48.97,91.34,61.01,4.62,92.37,76.49,B,22.80,No,Yes,High School,Low,6,9
Female,23,CS,85.28,89.37,70.55,60.19,96.55,6.93,52.18,51.57,A,26.70,No,No,None,High,8,6
Male,20,CS,55.95,55.29,95.68,60.91,86.83,9.65,74.96,50.96,D,6.20,Yes,Yes,None,Medium,1,5
Male,22,Engineering,79.56,65.64,63.52,87.93,50.95,7.90,58.98,96.95,C,20.10,Yes,No,Master's,High,2,9
Female,22,Mathematics,98.46,94.09,42.60,87.67,61.99,1.61,83.60,66.87,A,9.70,No,Yes,N/A,Medium,3,8
Female,18,Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,68.88,F,29.30,No,Yes,Bachelor's,Medium,7,6
Female,22,CS,92.65,51.82,57.47,66.12,79.14,0.79,70.63,73.50,B,15.20,No,No,Bachelor's,High,1,8
Female,18,Engineering,85.13,49.59,54.71,69.93,85.07,1.36,55.02,63.29,A,20.60,No,Yes,None,Medium,4,6
Female,18,Engineering,88.70,68.38,59.46,91.45,60.51,2.51,65.88,79.52,A,13.80,No,No,Bachelor's,Low,3,7
Female,24,Engineering,64.10,85.76,83.43,71.09,91.84,2.00,94.58,89.23,D,10.50,No,Yes,N/A,Medium,8,5
Male,21,Business,64.39,99.83,89.13,96.30,92.29,2.14,88.29,62.87,A,22.20,No,No,PhD,Low,7,7
Female,21,Engineering,95.30,87.24,75.28,74.81,81.75,2.31,61.61,87.15,A,28.50,No,Yes,PhD,Low,1,9
Female,24,Business,75.43,92.62,59.35,89.04,96.05,3.01,97.68,83.60,F,6.50,Yes,Yes,Bachelor's,High,9,8
Female,21,Business,53.15,84.87,58.63,83.32,90.65,1.26,81.11,76.28,D,25.60,No,Yes,High School,Medium,4,7
Male,19,Engineering,80.03,93.73,47.46,69.59,61.08,2.78,58.40,66.27,F,13.50,Yes,Yes,N/A,Low,7,5
Male,21,CS,56.24,44.58,96.00,74.81,89.93,6.88,78.62,93.64,D,8.00,Yes,Yes,N/A,Low,6,4
Male,18,Business,89.83,95.80,78.29,78.66,97.66,2.36,72.56,70.14,A,22.80,No,Yes,High School,Medium,3,8
Male,23,Mathematics,82.09,63.78,41.62,68.09,56.88,1.72,90.98,68.73,C,7.10,Yes,Yes,N/A,Low,6,7
Female,23,CS,93.74,95.30,79.74,67.54,98.93,0.68,67.21,82.07,A,23.20,Yes,Yes,High School,Low,7,5
Male,20,Engineering,89.24,44.54,66.83,84.39,51.25,5.00,93.75,96.02,B,15.90,No,No,PhD,Low,5,9
Female,21,CS,55.61,82.91,98.35,73.18,76.11,8.42,90.60,75.40,C,9.10,No,Yes,Bachelor's,Medium,10,7
Female,23,Business,75.43,84.14,89.14,87.60,88.69,0.59,83.73,86.13,F,8.90,No,Yes,None,Medium,4,7
Female,21,Business,75.43,99.81,50.28,69.91,89.52,5.42,62.93,72.84,D,23.70,No,Yes,None,Low,6,6
Female,20,CS,70.87,86.13,83.21,57.54,86.73,6.51,98.52,60.94,B,25.70,Yes,Yes,None,High,10,8
Female,23,Business,98.62,62.95,69.13,73.07,76.47,5.92,77.43,56.20,A,22.10,Yes,Yes,Master's,High,8,9
Female,18,CS,86.79,73.43,51.22,97.55,82.55,8.78,95.38,56.82,B,23.00,Yes,No,Bachelor's,Medium,7,8
Male,19,Business,50.77,61.99,81.92,90.08,85.00,8.66,60.79,51.07,D,26.20,Yes,Yes,N/A,Low,3,5
Male,24,Engineering,94.00,51.76,72.84,60.29,74.73,0.57,99.17,77.65,B,15.70,Yes,Yes,Bachelor's,Medium,2,4
Male,24,CS,55.04,54.91,41.82,69.57,79.78,3.61,90.80,56.56,D,9.20,No,Yes,None,Medium,10,6
Male,24,CS,57.03,53.32,78.80,96.39,92.32,6.71,97.46,93.28,F,14.40,No,Yes,PhD,Low,5,5
Male,21,CS,86.72,72.93,78.10,56.18,65.64,9.52,60.62,99.14,A,29.50,No,Yes,Bachelor's,Medium,9,6
Female,23,Engineering,93.25,94.37,48.65,62.70,76.16,8.05,71.53,74.79,A,16.20,No,Yes,High School,Medium,10,5
Male,23,Engineering,76.82,94.76,60.94,63.11,50.42,1.77,54.88,72.48,D,28.10,No,Yes,Bachelor's,High,5,6
Male,20,CS,75.43,43.29,75.15,78.55,84.37,2.79,56.85,67.40,A,22.60,Yes,Yes,High School,Low,10,9
Male,18,CS,67.57,44.79,48.33,70.54,59.77,7.64,64.20,81.90,C,23.40,Yes,Yes,None,Low,1,8
Female,22,CS,67.14,54.71,91.16,53.99,74.05,4.71,97.58,80.40,F,9.80,No,No,High School,Low,9,5
Female,23,Business,66.33,55.30,41.65,81.46,60.51,5.47,83.36,67.17,A,14.20,No,Yes,Master's,High,2,7
Female,19,Business,75.43,45.69,46.17,54.95,51.18,6.09,65.73,67.16,A,23.30,Yes,Yes,PhD,Low,2,4
Male,20,CS,80.44,63.31,46.97,80.32,74.16,1.03,97.73,82.24,B,21.40,No,Yes,High School,Medium,6,9
Male,23,Engineering,95.02,75.26,71.69,75.35,71.24,8.56,86.99,77.73,A,26.60,No,Yes,PhD,High,3,7
Male,23,CS,65.35,74.69,77.21,74.68,71.26,8.63,95.35,85.93,F,10.20,No,Yes,N/A,High,5,7
Male,20,Mathematics,59.33,72.61,64.22,53.37,60.44,4.68,96.36,97.07,D,23.70,Yes,Yes,N/A,Medium,5,5
Male,20,Mathematics,91.93,60.32,57.32,81.96,97.36,6.27,87.54,88.98,B,6.00,Yes,Yes,Bachelor's,High,3,6
Female,21,Engineering,87.09,82.39,88.56,71.57,50.18,6.60,62.16,65.22,A,12.50,No,Yes,High School,Medium,8,7
Male,23,Mathematics,96.54,89.59,44.10,70.56,94.58,1.90,99.83,87.96,B,20.80,Yes,Yes,N/A,High,3,7
Female,22,Business,58.28,60.78,56.82,79.82,86.85,1.13,66.25,72.50,C,29.50,No,Yes,High School,Low,6,4
Male,19,Business,57.21,45.13,42.35,80.31,58.60,0.21,83.59,88.88,D,29.70,No,Yes,Master's,Medium,10,6
Female,18,Engineering,75.43,57.78,40.83,50.75,73.61,9.13,92.24,94.33,F,16.00,No,No,PhD,Medium,5,6
Female,18,CS,80.72,48.24,61.20,56.26,99.44,3.46,58.76,62.50,F,24.10,No,Yes,High School,Medium,7,5
Female,22,CS,74.01,68.04,51.69,61.83,82.18,0.86,80.45,61.93,B,20.00,Yes,Yes,None,Medium,6,5
Female,20,CS,79.95,49.36,56.10,83.90,56.37,4.66,68.76,71.63,A,22.70,No,Yes,None,Low,9,5
Male,20,Engineering,59.02,67.77,89.26,78.84,72.88,0.76,62.21,52.58,C,23.30,Yes,Yes,Bachelor's,Low,2,8
Male,20,CS,73.98,53.26,49.78,87.88,73.41,0.85,50.59,84.28,F,18.70,No,Yes,PhD,Medium,10,7
Male,23,CS,82.90,84.32,86.81,87.03,90.11,4.89,93.60,87.49,F,25.30,Yes,Yes,N/A,Low,6,9
Female,20,Engineering,71.64,41.65,80.50,92.66,95.81,5.09,56.79,67.27,A,19.60,No,Yes,PhD,Low,10,6
Male,20,CS,75.43,73.28,59.59,68.84,54.11,5.80,93.91,73.26,B,7.50,No,Yes,PhD,High,10,8
Male,23,Engineering,72.56,50.17,72.79,67.25,65.70,6.56,80.03,79.52,F,29.70,No,Yes,High School,Low,5,8
Male,23,Mathematics,75.43,40.06,66.67,91.55,64.92,6.68,81.05,53.68,D,12.60,No,Yes,Bachelor's,Low,9,6
Male,22,Business,65.18,92.15,47.70,61.88,99.80,4.33,91.43,85.56,B,29.10,No,Yes,Bachelor's,Low,2,7
Female,21,Engineering,75.43,80.29,94.43,73.06,77.96,6.44,75.47,76.34,A,12.30,Yes,Yes,Bachelor's,Medium,8,7
Female,23,Engineering,75.43,45.94,74.18,59.72,93.99,3.05,67.86,81.21,C,26.30,Yes,Yes,None,High,7,6
Male,19,Engineering,83.43,79.84,92.81,95.69,71.30,4.41,56.94,86.19,F,22.20,No,Yes,N/A,Low,1,5
Male,20,CS,92.26,76.70,89.43,70.39,86.14,3.93,78.52,83.78,A,13.90,No,No,N/A,Medium,3,5
Male,21,Business,67.73,68.40,44.79,74.81,64.33,3.29,77.66,54.77,C,28.50,Yes,Yes,Bachelor's,Low,4,8
Female,18,CS,52.30,65.16,52.44,74.81,95.59,2.39,64.69,89.13,C,19.60,No,Yes,PhD,Medium,8,7
Female,22,CS,99.34,93.22,48.72,62.23,72.76,0.78,80.00,80.50,A,25.70,No,Yes,PhD,Medium,2,6
Female,21,Business,63.18,54.71,89.85,97.18,90.19,5.06,71.97,85.74,F,24.90,No,Yes,High School,Medium,8,7
Male,23,CS,56.33,63.90,91.75,68.38,62.79,5.37,90.28,63.08,D,6.20,No,Yes,N/A,High,2,4
Female,20,CS,68.49,59.75,71.68,83.23,84.68,3.36,77.97,61.07,D,11.70,No,Yes,Bachelor's,High,3,5
Female,20,CS,86.93,86.27,46.25,74.81,70.26,9.76,96.68,91.30,A,16.80,No,Yes,Master's,High,8,8
Female,20,CS,64.70,94.99,48.14,90.36,51.57,5.57,75.90,69.52,F,28.30,No,Yes,N/A,Medium,9,9
Female,21,CS,78.74,90.99,88.81,94.85,70.65,8.89,94.37,78.77,F,6.60,No,Yes,High School,Medium,5,6
Female,20,CS,75.43,87.86,95.75,74.81,77.50,5.70,76.03,77.58,A,9.60,No,Yes,Bachelor's,Low,4,6
Male,23,Engineering,55.89,99.21,51.97,92.42,57.59,1.90,77.90,79.26,C,20.60,No,Yes,N/A,Low,3,6
Male,21,Business,66.51,81.83,40.67,55.09,59.20,9.75,68.34,53.48,A,21.30,No,Yes,N/A,Medium,3,6
Male,20,CS,75.43,85.06,59.86,96.20,73.24,8.85,70.01,65.12,C,9.10,No,Yes,High School,Medium,9,6
Male,18,Business,75.43,98.97,41.83,81.22,67.14,4.71,96.66,53.32,D,28.70,Yes,No,High School,Low,4,6
Female,18,CS,55.99,40.42,89.68,93.46,72.04,2.43,61.16,74.01,F,9.40,Yes,No,Master's,Low,2,7
Male,19,CS,58.17,78.04,69.49,84.22,73.04,2.23,56.07,95.10,D,9.60,No,Yes,High School,Medium,4,5
Male,20,CS,82.04,84.34,78.51,60.09,57.00,8.06,91.51,69.46,B,20.90,No,Yes,N/A,Low,3,9
Male,20,Engineering,90.67,95.07,64.69,74.81,59.06,0.69,78.85,89.12,B,15.50,No,Yes,N/A,Medium,5,6
Female,21,Engineering,75.43,93.03,60.73,54.55,92.41,6.38,64.23,64.36,A,5.70,Yes,Yes,Master's,Medium,4,5
Male,21,Engineering,79.77,90.52,53.33,84.79,58.14,6.40,71.62,92.81,A,28.00,No,Yes,N/A,High,2,9
Female,24,Business,58.53,96.75,86.23,70.45,83.30,1.82,76.25,70.98,F,6.90,Yes,Yes,Bachelor's,Medium,10,5
Female,20,Engineering,65.57,72.24,81.73,57.59,70.93,7.05,79.61,67.76,F,8.90,Yes,Yes,None,Low,1,7
Female,19,Engineering,51.01,40.42,61.64,98.96,98.41,7.05,91.05,84.87,F,27.40,No,Yes,N/A,Low,1,6
Male,20,Mathematics,88.41,40.66,59.27,74.81,53.31,3.50,69.72,75.64,A,11.90,No,Yes,Bachelor's,Low,1,4
Female,23,CS,70.05,72.68,40.07,94.68,91.52,4.83,83.83,66.87,B,25.40,Yes,Yes,Master's,Low,3,9
Male,21,CS,90.81,66.12,43.81,89.44,74.57,8.33,91.74,52.90,A,9.30,Yes,Yes,None,Medium,2,6
Male,20,Business,85.42,67.07,77.40,84.60,50.27,5.23,92.19,58.33,A,6.20,No,Yes,PhD,Medium,4,7
Male,21,Engineering,91.44,64.02,70.88,82.75,63.18,6.18,62.71,88.62,A,10.90,Yes,Yes,None,Medium,3,8
Female,20,CS,64.28,95.06,66.09,55.30,70.38,4.13,67.51,96.04,C,23.60,Yes,Yes,PhD,Medium,7,7
Female,22,CS,59.26,61.55,89.65,95.03,65.71,1.50,79.75,58.44,D,21.60,No,Yes,N/A,Medium,8,8
Male,21,Engineering,98.60,91.37,70.23,94.06,68.12,9.98,94.29,78.47,B,12.80,No,Yes,Bachelor's,High,5,8
Female,19,Engineering,85.87,94.17,63.07,87.39,95.83,5.32,89.52,51.71,A,20.80,No,No,Master's,High,6,6
Female,22,CS,75.43,69.97,49.68,96.37,68.05,3.36,79.20,64.54,B,21.60,No,Yes,PhD,Low,7,7
Female,23,Mathematics,50.66,66.82,89.24,77.65,70.94,7.14,99.19,72.44,F,19.10,No,No,Master's,Medium,9,5
Male,20,Business,67.72,85.66,74.57,72.38,88.06,6.21,71.95,86.79,A,28.40,No,Yes,None,Low,1,4
Female,24,Engineering,87.14,82.48,45.55,98.40,89.69,2.33,92.12,52.21,A,24.80,Yes,Yes,N/A,Medium,2,9
Female,23,Engineering,53.90,59.71,78.93,73.21,54.20,8.77,90.92,89.06,C,25.40,No,Yes,None,Low,1,5
Male,21,Business,78.37,46.15,65.50,82.07,85.20,0.71,95.40,60.13,A,15.60,No,Yes,PhD,Medium,9,6
Female,22,CS,71.45,55.89,88.68,68.65,74.13,6.06,99.38,87.98,B,22.10,No,Yes,Bachelor's,Low,2,4
Male,23,CS,50.88,47.86,95.13,81.82,56.69,4.78,74.78,81.27,C,9.60,No,No,PhD,Low,2,9
Female,19,Engineering,61.80,57.68,76.03,86.00,63.24,3.18,59.78,66.98,D,12.40,No,Yes,PhD,Low,5,5
Female,24,Business,64.24,55.71,83.90,81.23,52.25,8.26,73.04,86.19,F,17.60,No,Yes,None,High,9,8
Female,21,CS,55.59,78.26,43.40,75.73,68.01,6.56,92.69,61.82,D,25.40,No,Yes,PhD,Low,3,8
Female,22,Mathematics,81.58,97.27,73.62,65.01,62.77,7.59,91.81,60.99,D,13.40,No,Yes,Bachelor's,High,10,4
Female,23,Engineering,62.12,81.14,85.32,82.19,69.11,4.15,66.80,53.09,B,16.00,No,Yes,N/A,High,8,8
Female,22,CS,63.88,95.60,69.81,95.42,79.02,9.42,52.37,69.65,D,28.90,No,Yes,None,Low,10,9
Male,22,CS,75.43,87.05,75.61,50.35,86.62,3.45,75.49,54.89,A,12.10,No,Yes,PhD,Medium,1,7
Female,23,CS,73.36,83.67,93.94,56.70,80.27,5.31,73.71,70.98,D,20.50,No,Yes,N/A,High,10,5
Female,18,Business,69.61,64.84,51.89,55.99,83.92,9.34,54.29,50.49,C,7.50,Yes,Yes,N/A,Medium,2,7
Female,20,Mathematics,86.19,59.49,45.89,96.16,93.28,0.83,89.74,57.75,B,15.30,No,Yes,N/A,Low,8,5
Male,21,Engineering,95.48,90.78,81.44,83.14,93.69,1.09,64.18,96.62,A,13.30,Yes,Yes,N/A,High,1,9
Male,21,Mathematics,51.25,94.32,89.37,97.59,93.04,9.94,82.29,89.78,D,5.30,No,Yes,Bachelor's,Low,9,6
Male,24,Business,72.41,67.11,91.03,74.81,57.66,9.71,55.07,61.81,D,19.60,Yes,Yes,High School,Low,4,6
Female,24,Engineering,80.54,40.54,78.50,73.09,62.55,7.72,93.04,85.91,A,13.30,No,Yes,Bachelor's,Low,3,6
Female,24,Engineering,65.93,87.55,89.99,89.62,75.12,4.84,86.96,83.42,D,11.30,No,Yes,None,Medium,3,4
Male,21,Engineering,88.62,57.10,82.04,58.05,67.94,5.06,69.42,58.85,A,27.30,Yes,Yes,N/A,Low,1,4
Male,22,Engineering,98.57,40.59,45.24,69.07,56.58,2.57,81.47,68.55,A,10.70,No,Yes,None,High,8,7
Male,24,CS,97.17,88.30,85.72,74.81,64.39,4.33,59.37,95.69,B,15.10,Yes,Yes,N/A,Low,4,7
Female,23,Engineering,63.30,71.04,50.76,64.92,98.77,4.31,99.27,86.94,C,28.70,No,Yes,Bachelor's,Low,1,9
Male,20,CS,61.32,81.11,54.20,68.56,67.35,0.36,89.81,88.02,F,7.00,No,No,PhD,High,5,5
Female,19,Business,97.87,94.88,63.68,53.91,70.95,4.53,89.45,78.19,A,28.50,Yes,Yes,Bachelor's,High,10,6
Female,21,Business,72.93,72.47,58.87,59.90,50.32,4.80,57.67,83.28,D,14.80,Yes,Yes,Bachelor's,Medium,8,9
Female,23,CS,75.43,70.19,59.30,66.77,85.97,6.66,50.89,75.44,C,24.80,Yes,Yes,Bachelor's,Medium,8,4
Male,20,CS,85.35,57.44,50.16,89.79,70.68,5.16,79.27,87.04,A,13.90,No,Yes,Master's,Medium,10,7
Female,20,Engineering,75.43,58.31,57.63,74.81,55.16,8.62,57.21,86.64,B,15.40,No,Yes,PhD,Medium,3,5
Male,18,Engineering,63.36,87.79,41.18,67.33,98.43,3.68,89.02,51.55,C,15.90,No,Yes,High School,Medium,4,9
Male,23,CS,93.96,66.94,68.37,53.25,88.87,4.10,70.80,81.59,A,28.70,No,Yes,N/A,High,10,5
Male,21,Engineering,58.12,49.81,86.12,77.86,86.31,5.71,66.93,81.49,D,18.80,No,Yes,Bachelor's,High,4,8
Male,24,CS,75.43,45.67,91.73,80.56,97.89,2.03,53.68,53.37,A,10.40,No,Yes,N/A,High,3,9
Female,22,CS,63.46,68.38,89.23,93.28,70.37,3.93,99.80,70.52,F,20.30,No,Yes,High School,Low,6,8
Female,24,CS,80.35,67.90,64.99,90.96,85.93,6.86,97.80,94.94,C,27.20,No,Yes,High School,Low,3,7
Female,20,CS,56.15,79.21,83.83,64.27,60.31,4.12,56.58,97.67,D,10.40,No,Yes,Master's,Low,6,9
Female,20,Business,73.58,68.26,57.27,56.85,84.86,9.07,66.64,89.11,F,13.40,No,Yes,None,High,5,7
Male,19,Mathematics,81.37,48.61,43.33,57.80,50.70,6.15,69.54,57.57,F,19.30,No,Yes,Bachelor's,Low,2,8
Male,24,Engineering,92.44,70.47,80.56,98.45,56.32,1.54,64.84,68.74,A,29.70,No,Yes,Bachelor's,Low,8,5
Male,18,Engineering,61.49,94.41,78.93,74.81,71.26,4.87,96.72,59.13,F,16.60,No,Yes,PhD,High,7,6
Male,20,CS,90.87,49.57,88.10,52.13,50.60,7.65,86.07,82.61,B,19.60,No,No,High School,Low,7,7
Female,20,Engineering,61.75,81.39,76.97,56.84,73.10,6.43,97.80,88.66,B,8.40,Yes,Yes,Master's,Low,6,5
Male,22,CS,83.84,75.63,49.41,74.29,76.14,8.85,93.73,94.19,C,24.00,No,Yes,High School,High,9,9
Female,22,Engineering,71.53,84.92,91.19,60.39,81.08,7.50,87.73,93.03,A,10.50,No,No,PhD,Low,4,5
Male,19,Mathematics,55.73,49.04,77.64,90.18,55.02,0.62,84.85,54.96,C,13.20,No,Yes,None,High,5,8
Male,23,CS,85.71,96.50,88.46,78.66,59.05,1.13,93.31,56.28,B,22.70,Yes,Yes,Bachelor's,Low,9,4
Male,19,Business,75.43,77.26,86.45,80.63,80.66,6.50,84.21,95.48,A,22.80,No,Yes,High School,Low,3,5
Male,19,CS,58.83,90.82,57.87,73.14,82.91,2.38,59.44,92.19,D,13.00,No,No,Bachelor's,Low,3,7
Female,22,CS,67.92,54.80,44.47,62.80,51.30,5.88,82.41,73.02,D,26.30,No,Yes,PhD,High,8,6
Female,24,CS,82.66,84.36,50.59,79.47,77.02,7.92,75.75,71.50,B,24.90,No,Yes,None,Medium,10,4
Female,24,CS,61.70,86.86,45.57,85.85,89.25,5.77,99.09,77.64,A,20.40,No,Yes,Master's,Low,6,6
Female,24,CS,59.18,63.85,54.60,74.81,53.46,4.15,75.50,79.83,F,9.50,No,Yes,N/A,Medium,2,5
Male,23,CS,75.43,63.04,67.57,75.25,70.66,6.46,51.92,62.71,A,27.60,No,Yes,Master's,Low,3,8
Male,22,Engineering,73.58,79.47,94.41,91.98,66.33,1.44,63.21,70.19,A,18.20,No,Yes,High School,Medium,8,8
Female,18,CS,71.43,45.60,92.32,57.43,95.68,7.23,95.87,80.98,B,14.40,No,Yes,None,Low,5,8
Female,21,Engineering,61.69,84.14,83.12,77.26,59.29,6.97,98.12,60.31,D,28.20,No,Yes,High School,High,2,9
Male,21,Mathematics,52.68,42.57,41.45,67.42,65.92,5.14,86.42,99.94,D,29.30,Yes,Yes,None,Medium,3,8
Male,18,Engineering,71.46,51.44,60.48,85.14,94.92,2.79,52.84,64.15,C,22.90,No,No,High School,High,2,5
Female,24,CS,89.41,79.85,80.94,50.94,66.53,7.98,51.18,77.62,A,24.80,Yes,Yes,PhD,Medium,5,9
Female,21,CS,85.76,45.90,47.74,83.52,76.57,5.11,73.98,77.71,A,11.20,No,Yes,PhD,Medium,5,5
Female,23,Business,93.04,98.31,88.07,55.14,51.65,0.59,99.98,72.57,B,11.50,No,Yes,N/A,Medium,9,5
Male,22,Engineering,50.48,92.10,94.87,53.24,99.25,9.19,93.46,62.08,C,19.20,No,Yes,None,Medium,6,5
Female,21,Engineering,98.32,77.58,61.25,86.23,91.25,7.68,96.66,78.27,A,29.60,No,Yes,None,Low,2,5
Female,23,CS,67.07,89.14,82.35,82.02,81.72,5.85,81.18,54.55,C,23.60,No,Yes,Master's,Medium,1,4
Female,22,Engineering,99.52,93.25,48.89,94.75,53.04,4.37,92.96,69.35,A,23.60,No,No,High School,Medium,7,6
Female,23,CS,62.63,55.57,81.45,75.98,53.74,9.60,65.98,61.21,A,11.40,No,Yes,N/A,Medium,7,7
Female,18,Mathematics,75.43,90.96,41.29,76.50,77.25,7.75,51.37,56.21,F,15.50,No,Yes,Master's,Low,10,6
Male,19,Business,67.70,51.69,49.05,85.35,64.25,5.35,95.91,96.27,D,13.60,No,Yes,Master's,Low,6,5
Female,18,CS,67.79,64.80,82.59,66.17,81.14,6.53,60.92,85.00,B,12.60,No,Yes,None,Medium,2,8
Male,21,Engineering,92.11,73.50,82.71,51.85,79.91,2.81,86.42,58.44,A,23.30,No,Yes,Bachelor's,Low,8,6
Female,22,CS,75.43,82.83,78.47,61.50,91.93,1.96,82.95,97.47,B,7.50,No,Yes,High School,Low,4,8
Female,23,Engineering,99.61,41.81,68.64,61.90,64.07,2.73,57.91,60.80,A,9.10,No,Yes,Bachelor's,Low,7,5
Female,21,Business,80.68,57.43,80.49,66.78,78.89,2.93,59.79,61.78,B,15.30,Yes,Yes,Bachelor's,Low,8,6
Male,21,Engineering,73.16,76.51,86.43,97.17,88.87,7.40,66.45,56.66,C,12.60,No,Yes,High School,Low,7,8
Male,19,CS,75.43,61.44,97.99,90.24,74.54,1.40,87.85,86.39,B,27.60,No,Yes,PhD,High,3,4
Male,24,CS,99.83,86.50,93.32,96.80,91.53,7.78,51.96,78.54,A,10.00,Yes,Yes,None,Low,8,9
Female,21,Business,77.58,79.10,87.67,99.93,56.56,5.23,70.35,52.91,F,11.20,No,Yes,Master's,Medium,4,6
Female,19,Engineering,85.02,54.06,81.69,71.69,86.69,3.85,83.26,51.26,A,9.50,No,Yes,None,High,8,9
Male,22,Engineering,70.34,48.76,74.45,61.35,97.15,3.00,58.57,76.63,F,26.50,Yes,Yes,Bachelor's,High,5,8
Male,22,CS,77.39,77.74,47.24,78.00,66.59,5.13,55.97,82.58,B,10.10,Yes,No,PhD,Medium,9,9
Female,23,CS,97.13,67.03,49.93,94.06,68.32,3.18,69.51,91.14,B,13.80,Yes,Yes,PhD,High,3,4
Male,24,Mathematics,58.32,50.14,89.22,74.81,54.18,4.29,64.33,73.91,D,21.70,Yes,Yes,None,Medium,2,8
Female,19,Engineering,64.62,59.58,88.20,75.27,82.07,7.39,82.45,83.83,A,6.90,Yes,Yes,Bachelor's,Medium,4,8
Male,18,Engineering,57.60,58.18,76.87,56.72,77.62,6.26,98.48,86.68,C,25.40,Yes,Yes,N/A,High,2,9
Male,22,Engineering,89.61,46.49,66.33,71.02,52.02,7.48,50.22,80.65,A,22.70,No,Yes,Master's,Low,2,4
Male,24,Business,53.10,72.81,41.56,74.81,87.61,7.13,95.12,67.61,F,11.50,No,Yes,N/A,Low,1,4
Female,23,CS,54.08,85.82,59.63,67.58,91.46,8.15,71.66,56.59,D,14.80,Yes,Yes,Master's,Medium,8,8
Female,18,CS,64.92,74.53,65.24,94.36,95.36,2.02,83.20,82.38,D,20.50,Yes,Yes,Bachelor's,Low,1,4
Male,22,Engineering,75.71,89.58,69.15,52.97,77.29,9.95,92.55,88.43,B,28.70,No,No,None,Low,8,4
Female,22,Engineering,75.43,47.65,95.76,98.61,72.63,4.76,78.67,59.49,D,20.70,Yes,Yes,Bachelor's,High,9,7
Female,23,Business,75.43,66.14,46.52,74.81,93.81,7.18,54.87,74.74,A,11.30,Yes,Yes,PhD,Low,6,7
Female,23,Business,97.87,76.56,71.13,97.28,69.93,6.78,57.03,69.86,A,17.10,Yes,Yes,None,Low,7,7
Female,20,CS,97.64,80.56,62.08,77.40,82.77,5.66,89.46,60.29,A,16.20,Yes,Yes,Master's,High,6,4
Male,21,CS,63.97,81.75,99.41,85.12,80.77,9.96,61.45,62.27,A,18.30,No,Yes,N/A,Low,1,7
Female,21,Mathematics,86.58,83.74,91.71,59.36,68.61,2.17,78.45,61.88,A,18.00,Yes,Yes,None,High,1,5
Female,18,Engineering,78.93,79.09,66.33,82.71,54.34,4.22,71.40,70.95,B,14.10,No,Yes,None,Medium,1,8
Male,21,Engineering,61.87,45.65,99.98,94.10,51.07,1.28,65.18,69.52,D,26.80,No,Yes,Master's,High,3,6
